ZoneID,Lat,Long,VegPresence,VegType,RootPresence,PlantRoot,DistBarrier,DistHighWater,TotalDist,LocOnBeach,Divisions,SurfaceDepth,BottomDepth,InternalDepth,CavityWidth,Hatched,Unhatched,Developed_UH,LivePip,DeadPip,Yolkless,EncasedTotal,DevEnc_UH,H_Encased,UH_Encased,InvadedTotal,H_Invaded,UH_Invaded,Live,Dead,Depredated,RootDamageProp,HS,ES,TotalEggs,MultiVegNum
7.0,27.14,-82.47,1.0,-crested saltbrush,1.0,Sea Oats,0.91,17.98,18.9,0.952,U,30.0,45.0,15.0,20.0,80.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,95.24,84.52,84.0,3
7.0,27.13,-82.47,1.0,-sea oats,1.0,Sea Oats,1.52,15.54,17.07,0.911,U,33.0,46.0,13.0,23.0,81.0,8.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.82,81.82,99.0,2
7.0,27.13,-82.47,1.0,-railroad vine,1.0,Sea Oats,1.52,15.54,17.07,0.911,U,33.0,46.0,13.0,23.0,81.0,8.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.82,81.82,99.0,2
7.0,27.13,-82.47,1.0,-salt grass,1.0,Sea Oats,1.52,15.54,17.07,0.911,U,33.0,46.0,13.0,23.0,81.0,8.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.82,81.82,99.0,2
7.0,27.14,-82.47,1.0,-sea oats,1.0,Sea Oats,3.05,15.85,18.9,0.839,U,42.0,47.0,5.0,20.0,75.0,17.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,78.13,77.08,96.0,3
7.0,27.14,-82.47,1.0,-sea purslane,1.0,Sea Oats,3.05,15.85,18.9,0.839,U,42.0,47.0,5.0,20.0,75.0,17.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,78.13,77.08,96.0,3
7.0,27.14,-82.47,1.0,-salt grass,1.0,Sea Oats,3.05,15.85,18.9,0.839,U,42.0,47.0,5.0,20.0,75.0,17.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,78.13,77.08,96.0,3
7.0,27.14,-82.47,1.0,-railroad vine,1.0,Sea Oats,3.05,15.85,18.9,0.839,U,42.0,47.0,5.0,20.0,75.0,17.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,78.13,77.08,96.0,3
7.0,27.13,-82.47,1.0,-railroad vine,1.0,Sea Oats,3.66,17.07,20.73,0.824,U,42.0,50.0,8.0,24.0,62.0,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,73.81,71.43,84.0,2
7.0,27.13,-82.47,1.0,-sea oats,1.0,Sea Oats,3.66,17.07,20.73,0.824,U,42.0,50.0,8.0,24.0,62.0,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,73.81,71.43,84.0,2
7.0,27.13,-82.47,1.0,-crested saltbrush,1.0,Sea Oats,3.66,17.07,20.73,0.824,U,42.0,50.0,8.0,24.0,62.0,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,73.81,71.43,84.0,2
7.0,27.14,-82.48,0.0,no,0.0,no,5.18,11.58,16.76,0.691,U,44.0,48.0,4.0,25.0,81.0,10.0,30.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,86.17,84.04,94.0,0
7.0,27.13,-82.47,0.0,no,0.0,no,4.57,17.07,21.64,0.789,U,30.0,51.0,20.0,20.0,77.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.9,93.9,82.0,0
7.0,27.14,-82.48,0.0,no,0.0,no,4.27,3.66,7.92,0.462,M,34.0,50.0,15.0,23.0,107.0,3.0,0.0,0.0,0.0,0.0,0.0,0.1956521739130435,3.869565217391304,2.2690217391304355,0.0,0.0,0.0,1.0,0.0,0.0,0.0,97.27,96.36,110.0,0
7.0,27.14,-82.48,0.0,no,0.0,no,4.27,13.11,17.37,0.754,U,52.0,65.0,13.0,33.0,117.0,0.0,0.0,2.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0,0.0,0.0,83.57,67.86,140.0,0
7.0,27.14,-82.48,0.0,no,0.0,no,6.1,10.67,16.76,0.636,M,30.0,52.0,22.0,29.0,83.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.65,97.65,85.0,0
7.0,27.14,-82.47,0.0,no,0.0,no,7.32,10.97,18.29,0.6,M,32.0,44.0,12.0,32.0,53.0,22.0,9.09,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,69.74,67.11,76.0,0
7.0,27.14,-82.48,0.0,no,0.0,no,4.88,10.67,15.54,0.686,U,32.0,44.0,12.0,19.0,72.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,80.0,70.0,90.0,0
7.0,27.13,-82.47,1.0,-railroad vine,0.0,no,6.71,11.58,18.29,0.633,M,48.0,55.0,7.0,26.0,66.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.19,89.19,74.0,0
7.0,27.14,-82.48,1.0,-railroad vine,0.0,no,6.4,13.72,20.12,0.682,U,39.0,53.0,14.0,25.0,85.0,25.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,75.22,70.8,113.0,0
7.0,27.14,-82.48,1.0,-railroad vine,0.0,no,7.62,12.19,19.81,0.615,M,43.0,49.0,6.0,25.0,94.0,8.0,12.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,87.85,86.92,107.0,0
7.0,27.13,-82.47,1.0,-railroad vine,0.0,no,5.79,9.45,15.24,0.62,M,43.0,50.0,7.0,23.0,91.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,96.81,95.74,94.0,0
7.0,27.14,-82.47,1.0,-sea oats,0.0,no,2.74,14.94,17.68,0.845,U,30.0,53.0,23.0,22.0,58.0,57.0,1.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,116.0,1
7.0,27.14,-82.47,1.0,-railroad vine,0.0,no,2.74,14.94,17.68,0.845,U,30.0,53.0,23.0,22.0,58.0,57.0,1.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,116.0,1
8.0,27.13,-82.47,1.0,-railroad vine,1.0,Sea Oats,3.05,20.42,23.47,0.87,U,43.0,46.0,3.0,24.0,78.0,8.0,12.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.64,88.64,88.0,1
8.0,27.13,-82.47,1.0,-sea oats,1.0,Sea Oats,3.05,20.42,23.47,0.87,U,43.0,46.0,3.0,24.0,78.0,8.0,12.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.64,88.64,88.0,1
8.0,27.13,-82.47,0.0,no,0.0,no,13.11,10.67,23.78,0.449,M,30.0,48.0,18.0,18.0,78.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.86,92.86,84.0,0
8.0,27.13,-82.47,0.0,no,0.0,no,10.36,12.19,22.55,0.541,M,29.0,45.0,16.0,26.0,119.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.97,95.97,124.0,0
8.0,27.13,-82.47,1.0,-railroad vine,0.0,no,7.32,15.24,22.56,0.676,U,33.0,53.0,20.0,25.0,74.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,87.06,85.88,85.0,2
8.0,27.13,-82.47,1.0,-sea oats,0.0,no,7.32,15.24,22.56,0.676,U,33.0,53.0,20.0,25.0,74.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,87.06,85.88,85.0,2
8.0,27.13,-82.47,1.0,-crested saltbrush,0.0,no,7.32,15.24,22.56,0.676,U,33.0,53.0,20.0,25.0,74.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,87.06,85.88,85.0,2
8.0,27.13,-82.47,0.0,no,0.0,no,15.85,6.1,21.95,0.278,L,37.0,64.0,27.0,28.0,122.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,97.6,96.0,125.0,0
8.0,27.13,-82.47,0.0,no,0.0,no,15.54,9.45,24.99,0.378,M,36.0,51.0,15.0,28.0,81.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.43,96.43,84.0,0
8.0,27.13,-82.5,0.0,no,0.0,no,7.92,13.72,21.64,0.634,M,36.0,48.0,13.0,28.0,94.0,6.0,50.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,91.26,85.44,103.0,0
8.0,27.13,-82.47,1.0,-salt grass,0.0,no,4.27,15.85,20.12,0.788,U,36.0,44.0,9.0,23.0,65.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,81.25,68.75,80.0,4
8.0,27.13,-82.47,1.0,-sea oats,0.0,no,4.27,15.85,20.12,0.788,U,36.0,44.0,9.0,23.0,65.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,81.25,68.75,80.0,4
8.0,27.13,-82.47,1.0,-railroad vine,0.0,no,4.27,15.85,20.12,0.788,U,36.0,44.0,9.0,23.0,65.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,81.25,68.75,80.0,4
8.0,27.13,-82.47,1.0,-crested saltbrush,0.0,no,4.27,15.85,20.12,0.788,U,36.0,44.0,9.0,23.0,65.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,81.25,68.75,80.0,4
8.0,27.13,-82.47,1.0,-sea purslane,0.0,no,4.27,15.85,20.12,0.788,U,36.0,44.0,9.0,23.0,65.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,81.25,68.75,80.0,4
8.0,27.13,-82.47,0.0,no,0.0,no,5.79,17.07,22.86,0.747,U,33.0,42.0,9.0,27.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,98.86,97.73,88.0,0
8.0,27.13,-82.47,0.0,no,0.0,no,10.67,10.67,21.34,0.5,M,30.0,49.0,19.0,31.0,108.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.91,93.91,115.0,0
8.0,27.13,-82.47,0.0,no,0.0,no,7.32,16.76,24.08,0.696,U,36.0,45.0,9.0,20.0,83.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.3,88.3,94.0,0
8.0,27.13,-82.47,0.0,no,0.0,no,7.62,12.8,20.42,0.627,M,20.0,58.0,38.0,20.0,94.0,5.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,88.68,77.36,106.0,0
8.0,27.13,-82.47,0.0,no,0.0,no,10.36,16.15,26.52,0.609,M,38.0,45.0,7.0,25.0,84.0,11.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,85.71,80.61,98.0,0
8.0,27.13,-82.47,0.0,no,0.0,no,9.75,13.11,22.86,0.573,M,42.0,52.0,10.0,24.0,74.0,8.0,12.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,89.16,87.95,83.0,0
4.0,27.15,-82.48,1.0,-railroad vine,1.0,Railroad Vine,0.61,16.46,17.07,0.964,U,36.0,54.0,18.0,26.0,75.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0375,93.75,93.75,80.0,0
9.0,27.12,-82.47,1.0,-sea oats,1.0,Sea Oats,-1.83,26.52,24.69,1.074,U,30.0,43.0,13.0,23.0,75.0,11.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0737,78.95,78.95,95.0,0
6.0,27.14,-82.48,1.0,-sea oats,1.0,Sea Oats,2.74,13.41,16.15,0.83,U,50.0,61.0,11.0,22.0,88.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.02,83.02,106.0,0
7.0,27.14,-82.48,1.0,-sea oats,1.0,Sea Oats,0.0,16.15,16.15,1.0,U,38.0,48.0,10.0,25.0,67.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.2418,95.6,95.6,91.0,2
7.0,27.14,-82.48,1.0,-sea grapes,1.0,Sea Oats,0.0,16.15,16.15,1.0,U,38.0,48.0,10.0,25.0,67.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.2418,95.6,95.6,91.0,2
7.0,27.14,-82.48,1.0,-railroad vine,1.0,Sea Oats,0.0,16.15,16.15,1.0,U,38.0,48.0,10.0,25.0,67.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.2418,95.6,95.6,91.0,2
3.0,27.16,-82.49,1.0,-salt grass,1.0,Sea Oats,0.3,15.54,15.84,0.981,U,41.0,51.0,10.0,27.0,3.0,0.0,0.0,0.0,1.0,0.0,82.0,0.0,41.0,19.750000000000014,1.0,0.0,1.0,1.0,3.0,0.0,0.6748,35.77,32.52,123.0,4
3.0,27.16,-82.49,1.0,-sea oats,1.0,Sea Oats,0.3,15.54,15.84,0.981,U,41.0,51.0,10.0,27.0,3.0,0.0,0.0,0.0,1.0,0.0,82.0,0.0,41.0,19.750000000000014,1.0,0.0,1.0,1.0,3.0,0.0,0.6748,35.77,32.52,123.0,4
3.0,27.16,-82.49,1.0,-railroad vine,1.0,Sea Oats,0.3,15.54,15.84,0.981,U,41.0,51.0,10.0,27.0,3.0,0.0,0.0,0.0,1.0,0.0,82.0,0.0,41.0,19.750000000000014,1.0,0.0,1.0,1.0,3.0,0.0,0.6748,35.77,32.52,123.0,4
3.0,27.16,-82.49,1.0,-crested saltbrush,1.0,Sea Oats,0.3,15.54,15.84,0.981,U,41.0,51.0,10.0,27.0,3.0,0.0,0.0,0.0,1.0,0.0,82.0,0.0,41.0,19.750000000000014,1.0,0.0,1.0,1.0,3.0,0.0,0.6748,35.77,32.52,123.0,4
3.0,27.16,-82.49,1.0,-beach naupaka,1.0,Sea Oats,0.3,15.54,15.84,0.981,U,41.0,51.0,10.0,27.0,3.0,0.0,0.0,0.0,1.0,0.0,82.0,0.0,41.0,19.750000000000014,1.0,0.0,1.0,1.0,3.0,0.0,0.6748,35.77,32.52,123.0,4
8.0,27.13,-82.47,1.0,-sea purslane,1.0,Sea Oats,-0.61,25.91,25.3,1.024,U,29.0,33.0,4.0,28.0,71.0,3.0,0.0,0.0,1.0,0.0,12.0,1.0,10.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.1573,91.01,89.89,89.0,4
8.0,27.13,-82.47,1.0,-crested saltbrush,1.0,Sea Oats,-0.61,25.91,25.3,1.024,U,29.0,33.0,4.0,28.0,71.0,3.0,0.0,0.0,1.0,0.0,12.0,1.0,10.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.1573,91.01,89.89,89.0,4
8.0,27.13,-82.47,1.0,-sea oats,1.0,Sea Oats,-0.61,25.91,25.3,1.024,U,29.0,33.0,4.0,28.0,71.0,3.0,0.0,0.0,1.0,0.0,12.0,1.0,10.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.1573,91.01,89.89,89.0,4
8.0,27.13,-82.47,1.0,-railroad vine,1.0,Sea Oats,-0.61,25.91,25.3,1.024,U,29.0,33.0,4.0,28.0,71.0,3.0,0.0,0.0,1.0,0.0,12.0,1.0,10.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.1573,91.01,89.89,89.0,4
8.0,27.13,-82.47,1.0,-seaside spurge (sandmat),1.0,Sea Oats,-0.61,25.91,25.3,1.024,U,29.0,33.0,4.0,28.0,71.0,3.0,0.0,0.0,1.0,0.0,12.0,1.0,10.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.1573,91.01,89.89,89.0,4
6.0,27.14,-82.48,0.0,no,0.0,no,3.96,12.8,16.76,0.764,U,41.0,55.0,14.0,27.0,106.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.25,97.25,109.0,0
7.0,27.14,-82.47,0.0,no,0.0,no,6.01,10.67,16.68,0.64,M,41.0,53.0,13.0,25.0,58.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,93.55,91.94,62.0,0
7.0,27.13,-82.47,0.0,no,0.0,no,6.71,9.14,15.85,0.577,M,47.0,56.0,9.0,33.0,60.0,36.0,38.89,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,61.22,60.2,98.0,0
7.0,27.14,-82.48,0.0,no,0.0,no,2.74,12.5,15.24,0.82,U,34.0,53.0,19.0,29.0,73.0,4.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,93.59,85.9,78.0,0
7.0,27.13,-82.47,0.0,no,0.0,no,8.23,3.35,11.58,0.289,L,41.0,48.0,8.0,23.0,99.0,12.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89.19,88.29,111.0,0
8.0,27.13,-82.47,0.0,no,0.0,no,6.4,18.9,25.3,0.747,U,43.0,53.0,10.0,32.0,102.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.03,99.03,103.0,0
7.0,27.14,-82.48,0.0,no,0.0,no,7.92,6.71,14.63,0.459,M,30.0,43.0,13.0,28.0,105.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,95.45,94.55,110.0,0
8.0,27.13,-82.47,0.0,no,0.0,no,5.79,16.15,21.94,0.736,U,30.0,48.0,18.0,25.0,75.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.94,94.94,79.0,0
5.0,27.15,-82.48,1.0,-sea oats,0.0,no,4.27,12.5,16.77,0.745,U,39.0,53.0,14.0,30.0,82.0,9.0,33.33,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0714,83.67,82.65,98.0,0
6.0,27.15,-82.48,0.0,no,0.0,no,5.18,14.208351648351652,19.12736263736264,0.7506043956043956,U,38.0,49.0,11.0,21.0,114.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30434782608695654,0.0,0.0,0.0,0.0,97.44,97.44,117.0,0
8.0,27.13,-82.47,0.0,no,0.0,no,16.15,2.13,18.28,0.117,L,31.0,40.0,9.0,24.0,81.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.29,95.29,85.0,0
8.0,27.13,-82.47,0.0,no,0.0,no,15.24,14.208351648351652,19.12736263736264,0.7506043956043956,U,39.0,49.0,10.0,30.0,41.0,52.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43.16,42.11,95.0,0
